paper_key,year,title,journal,status,published_or_forthcoming,doi,authors,author_affiliations_at_publication,school_credit_map,keep_om,exclude_reason,citation_count,citation_source,citation_url,citation_last_checked_date,google_scholar_citations,google_scholar_url,citations_last_checked_date,notes,ms_department,discipline_bucket,dept_confidence,dept_signals,abstract_excerpt,business_school_affiliation
doi:10.1287/msom.2017.0639,2018,Robust Dynamic Pricing with Two Substitutable Products,Manufacturing & Service Operations Management,,published,10.1287/msom.2017.0639,Ming Chen; Zhi-Long Chen,"[{""author"": ""Ming Chen"", ""affiliations"": [""College of Business Administration, California State University, Long Beach, California 90840""]}, {""author"": ""Zhi-Long Chen"", ""affiliations"": [""Robert H. Smith School of Business, University of Maryland, College Park, Maryland 20742""]}]",,1,,24,OpenAlex,https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.1287%2Fmsom.2017.0639,2026-02-19,,,,source=crossref,Operations Management,OM_OR,0.99,journal=MSOM | auto_broad_msom,"We consider a practical dynamic pricing problem with two substitutable products involving a number of business rules commonly seen in practice. Demand substitution exists between the two products (interproduct substitution) and may also exist across different time periods (intertemporal substitution). However, there is limited demand information such that the underlying probability distributions of the demand cannot be characterized precisely. We use an interval to represent, respectively, the demand for each individual product in each period, the aggregate demand for the two products in each period, and the total aggregate demand for the two products across multiple time periods. We propose",yes
doi:10.1287/msom.2017.0645,2018,Service Differentiation and Operating Segments: A Framework and an Application to After-Sales Services,Manufacturing & Service Operations Management,,published,10.1287/msom.2017.0645,Jose A. Guajardo; Morris A. Cohen,"[{""author"": ""Jose A. Guajardo"", ""affiliations"": [""Haas School of Business, University of California Berkeley, Berkeley, California 94720""]}, {""author"": ""Morris A. Cohen"", ""affiliations"": [""The Wharton School, University of Pennsylvania, Philadelphia, Pennsylvania 19104""]}]",,1,,34,OpenAlex,https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.1287%2Fmsom.2017.0645,2026-02-19,,,,source=crossref,Operations Management,OM_OR,0.99,journal=MSOM | auto_broad_msom,The decisions of whether and how to adopt service differentiation are at the core of a firm’s service operations strategy. This paper proposes a framework for service differentiation that highlights the identification and use of operating segments as a central component in the delivery of differentiated services. The notion of operating segments and the general empirical methodology to identify them proposed in this paper integrally considers the consumer’s preferences and operational capabilities required to fulfill the differentiated service offering. An application in the context of after-sales services for product-service bundles using data from a major manufacturer in the consumer elect,yes
doi:10.1287/msom.2017.0683,2018,"Shared Mobility for Last-Mile Delivery: Design, Operational Prescriptions, and Environmental Impact",Manufacturing & Service Operations Management,,published,10.1287/msom.2017.0683,Wei Qi; Lefei Li; Sheng Liu; Zuo-Jun Max Shen,"[{""author"": ""Wei Qi"", ""affiliations"": [""Desautels Faculty of Management, McGill University, Montreal, Quebec, Canada H3A 1G5""]}, {""author"": ""Lefei Li"", ""affiliations"": [""Department of Industrial Engineering, Tsinghua University, Beijing 100084, China""]}, {""author"": ""Sheng Liu"", ""affiliations"": [""Department of Industrial Engineering and Operations Research, University of California, Berkeley, Berkeley, California 94720""]}, {""author"": ""Zuo-Jun Max Shen"", ""affiliations"": [""Department of Industrial Engineering and Operations Research, University of California, Berkeley, Berkeley, California 94720; and Department of Civil and Environmental Engineering, University of California, Berkeley, Berkeley, California 94720""]}]",,1,,210,OpenAlex,https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.1287%2Fmsom.2017.0683,2026-02-19,,,,source=crossref,Operations Management,OM_OR,0.99,journal=MSOM | auto_broad_msom,"Two socioeconomic transformations, namely, the booms in the sharing economy and retail e-commerce, lead to the prospect where shared mobility of passenger cars prevails throughout urban areas for home delivery services. Logistics service providers as well as local governments are in need of evaluating the potentially substantial impacts of this mode shift, given their economic objectives and environmental concerns. This paper addresses this need by providing new logistics planning models and managerial insights. These models characterize open-loop car routes, car drivers’ wage-response behavior, interplay with the ride-share market, and optimal sizes of service zones within which passenger v",yes
doi:10.1287/msom.2017.0628,2018,Simple Contracts to Assure Supply Under Noncontractible Capacity and Asymmetric Cost Information,Manufacturing & Service Operations Management,,published,10.1287/msom.2017.0628,Ehsan Bolandifar; Tianjun Feng; Fuqiang Zhang,"[{""author"": ""Ehsan Bolandifar"", ""affiliations"": [""CUHK Business School, Chinese University of Hong Kong, Shatin, N.T., Hong Kong""]}, {""author"": ""Tianjun Feng"", ""affiliations"": [""School of Management, Fudan University, Shanghai, China 200433""]}, {""author"": ""Fuqiang Zhang"", ""affiliations"": [""Olin Business School, Washington University in St. Louis, St. Louis, Missouri 63130""]}]",,1,,56,OpenAlex,https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.1287%2Fmsom.2017.0628,2026-02-19,,,,source=crossref,Operations Management,OM_OR,0.99,journal=MSOM | auto_broad_msom,"This paper studies a global sourcing problem where a buyer sources a product from a supplier to satisfy uncertain market demand. With the increasing length and complexity of today’s global supply chains, the buyer may face two issues when designing the sourcing contract: adverse selection (i.e., the supplier’s cost structure is private information) and noncontractible capacity (i.e., the supplier’s capacity investment is not contractible). We show that noncontractible capacity does not necessarily lead to a lower profit for the buyer, but it may require a more complex contract format to achieve the optimal (second-best) profit. Interestingly, we find that a single, linear contract (or a two-",yes
doi:10.1287/msom.2017.0648,2018,Simple Policies for Managing Flexible Capacity,Manufacturing & Service Operations Management,,published,10.1287/msom.2017.0648,Ganesh Janakiraman; Mahesh Nagarajan; Senthil Veeraraghavan,"[{""author"": ""Ganesh Janakiraman"", ""affiliations"": [""Naveen Jindal School of Management, University of Texas at Dallas, Richardson, Texas 75080""]}, {""author"": ""Mahesh Nagarajan"", ""affiliations"": [""Sauder School of Business, University of British Columbia, Vancouver, British Columbia V6T 1Z2, Canada""]}, {""author"": ""Senthil Veeraraghavan"", ""affiliations"": [""The Wharton School, University of Pennsylvania, Philadelphia, Pennsylvania 19104""]}]",,1,,17,OpenAlex,https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.1287%2Fmsom.2017.0648,2026-02-19,,,,source=crossref,Operations Management,OM_OR,0.99,journal=MSOM | auto_broad_msom,"In many scenarios, a fixed capacity is shared flexibly between multiple products. To manage such multiproduct systems, firms need to make two sets of decisions. The first one requires setting an inventory target for each product, and the second requires dynamically allocating the scarce capacity among the products. It is not known how to make these decisions optimally. In this paper, we propose easily implementable policies that have both theoretical and practical appeal. We first suggest simple and intuitive allocation rules that determine how such scarce capacity is shared. Given such rules, we calculate the optimal inventory target for each product. We demonstrate analytically that our po",yes
doi:10.1287/msom.2017.0638,2018,Sourcing from Suppliers with Financial Constraints and Performance Risk,Manufacturing & Service Operations Management,,published,10.1287/msom.2017.0638,Christopher S. Tang; S. Alex Yang; Jing Wu,"[{""author"": ""Christopher S. Tang"", ""affiliations"": [""Anderson School of Management, University of California, Los Angeles, California 90077""]}, {""author"": ""S. Alex Yang"", ""affiliations"": [""London Business School, London NW1 4SA, United Kingdom""]}, {""author"": ""Jing Wu"", ""affiliations"": [""College of Business, City University of Hong Kong, Kowloon, Hong Kong""]}]",,1,,336,OpenAlex,https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.1287%2Fmsom.2017.0638,2026-02-19,,,,source=crossref,Operations Management,OM_OR,0.99,journal=MSOM | auto_broad_msom,"Two innovative financing schemes have emerged in recent years to enable suppliers to obtain financing for production. The first, purchase order financing (POF), allows financial institutions to offer loans to suppliers by considering the value of purchase orders issued by reputable buyers. Under the second, which we call buyer direct financing (BDF), manufacturers issue both sourcing contracts and loans directly to suppliers. Both schemes are closely related to the supplier’s performance risk (whether the supplier can deliver the order successfully), upon which the repayment of these loans hinges. To understand the relative efficiency of the two emerging schemes, we analyze a game-theoretica",yes
doi:10.1287/msom.2017.0681,2018,"Spatial Resource Allocation for Emerging Epidemics: A Comparison of Greedy, Myopic, and Dynamic Policies",Manufacturing & Service Operations Management,,published,10.1287/msom.2017.0681,Elisa F. Long; Eike Nohdurft; Stefan Spinler,"[{""author"": ""Elisa F. Long"", ""affiliations"": [""UCLA Anderson School of Management, Los Angeles, California 90095""]}, {""author"": ""Eike Nohdurft"", ""affiliations"": [""K\u00fchne Institute for Logistics Management, WHU\u2013Otto Beisheim School of Management, 56179 Vallendar, Germany""]}, {""author"": ""Stefan Spinler"", ""affiliations"": [""K\u00fchne Institute for Logistics Management, WHU\u2013Otto Beisheim School of Management, 56179 Vallendar, Germany""]}]",,1,,108,OpenAlex,https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.1287%2Fmsom.2017.0681,2026-02-19,,,,source=crossref,Operations Management,OM_OR,0.99,journal=MSOM | auto_broad_msom,"Rapidly evolving infectious disease epidemics, such as the 2014 West African Ebola outbreak, pose significant health threats and present challenges to the global health community because of their heterogeneous geographic spread. Policy makers must allocate limited intervention resources quickly, in anticipation of where the outbreak is moving next. We develop a two-stage model for optimizing when and where to assign Ebola treatment units across geographic regions during the outbreak’s early phases. The first stage employs a novel dynamic transmission model to forecast the occurrence of new cases at the region level, capturing connectivity among regions. We introduce an empirically estimated ",yes
doi:10.1287/msom.2017.0660,2018,Supply Chain Contracting in Environments with Volatile Input Prices and Frictions,Manufacturing & Service Operations Management,,published,10.1287/msom.2017.0660,Panos Kouvelis; Danko Turcic; Wenhui Zhao,"[{""author"": ""Panos Kouvelis"", ""affiliations"": [""Olin Business School, Washington University in St. Louis, St. Louis, Missouri 63130""]}, {""author"": ""Danko Turcic"", ""affiliations"": [""Olin Business School, Washington University in St. Louis, St. Louis, Missouri 63130""]}, {""author"": ""Wenhui Zhao"", ""affiliations"": [""Antai College of Economics and Management, Shanghai Jiao Tong University, Shanghai 200030, China""]}]",,1,,44,OpenAlex,https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.1287%2Fmsom.2017.0660,2026-02-19,,,,source=crossref,Operations Management,OM_OR,0.99,journal=MSOM | auto_broad_msom,Problem description: Purchase costs of raw materials required in production tend to fluctuate over time. Mild cost fluctuations merely affect firms’ profitability. Significant variations can lead to supply chain disruption. What are the best contracts to be used in supply chains exposed to fluctuating raw material costs? We ask this question in two contexts—in the presence and the absence of working capital constraint. Academic/practical relevance: We add a framework on how to optimally contract in the presence of stochastic costs and working capital constraints and help managers understand how they can increase profitability. Methodology: We present a game-theoretic study of a bilateral mon,yes
doi:10.1287/msom.2017.0685,2018,Supply Chain Visibility and Social Responsibility: Investigating Consumers’ Behaviors and Motives,Manufacturing & Service Operations Management,,published,10.1287/msom.2017.0685,Tim Kraft; León Valdés; Yanchong Zheng,"[{""author"": ""Tim Kraft"", ""affiliations"": [""Darden School of Business, University of Virginia, Charlottesville, Virginia 22904""]}, {""author"": ""Le\u00f3n Vald\u00e9s"", ""affiliations"": [""Katz Graduate School of Business, University of Pittsburgh, Pittsburgh, Pennsylvania 15260""]}, {""author"": ""Yanchong Zheng"", ""affiliations"": [""Sloan School of Management, Massachusetts Institute of Technology, Cambridge, Massachusetts 02142""]}]",,1,,212,OpenAlex,https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.1287%2Fmsom.2017.0685,2026-02-19,,,,source=crossref,Operations Management,OM_OR,0.99,journal=MSOM | auto_broad_msom,"Consumers increasingly want to know more about where and how the products they purchase are being made. To create transparency requires a company to both gain visibility into its supply chain and disclose information to consumers. In this paper, we focus on the dimension of visibility and investigate when companies can benefit from greater supply chain visibility. To do so, we design an incentivized human–subject experiment to study two key questions: (i) How does supply chain visibility impact consumers’ valuations of a company’s social responsibility (SR) practices in its upstream supply chain? (ii) What roles do indirect reciprocity and consumers’ prosociality play in affecting their valu",yes
doi:10.1287/msom.2017.0686,2018,The Value of Fit Information in Online Retail: Evidence from a Randomized Field Experiment,Manufacturing & Service Operations Management,,published,10.1287/msom.2017.0686,Santiago Gallino; Antonio Moreno,"[{""author"": ""Santiago Gallino"", ""affiliations"": [""Tuck School of Business, Dartmouth College, Hanover, New Hampshire 03755""]}, {""author"": ""Antonio Moreno"", ""affiliations"": [""Harvard Business School, Boston, Massachusetts 02163""]}]",,1,,152,OpenAlex,https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.1287%2Fmsom.2017.0686,2026-02-19,,,,source=crossref,Operations Management,OM_OR,0.99,journal=MSOM | auto_broad_msom,"Online channels generate frictions when selling products with nondigital attributes, such as apparel. Customers may be reluctant to purchase products they have not been able to try on and those customers who do purchase may return products when they do not fit as expected. Virtual fitting-room technologies provide information about how a product fits a particular customer and promise to mitigate some of the frictions the information gap generates in the retailers’ supply chains. By implementing a series of randomized field experiments, we study the value of virtual fit information in online retail. In our experiments, customers are randomly assigned to a treatment condition where virtual fit",yes
doi:10.1287/msom.2017.0687,2018,Third-Party Ownership Business Models and the Operational Performance of Solar Energy Systems,Manufacturing & Service Operations Management,,published,10.1287/msom.2017.0687,Jose A. Guajardo,"[{""author"": ""Jose A. Guajardo"", ""affiliations"": [""Haas School of Business, University of California, Berkeley, Berkeley, California 94720""]}]",,1,,39,OpenAlex,https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.1287%2Fmsom.2017.0687,2026-02-19,,,,source=crossref,Operations Management,OM_OR,0.99,journal=MSOM | auto_broad_msom,"The nonresidential solar energy market has grown rapidly in the United States. Companies considering the adoption of solar energy have an important choice: whether to purchase the system (direct ownership, or DO) or opt for an agreement with a service provider that offers third-party ownership (TPO). Although this decision is financially very important, empirical research comparing the two models from an operational perspective has been scarce. These issues are particularly relevant considering that federal and state incentives are commonly used to stimulate adoption. This paper presents an empirical analysis of the role of TPO in the operational performance of nonresidential solar energy in",yes
doi:10.1287/msom.2017.0650,2018,Threshold-Based Allocation Policies for Inventory Management of Red Blood Cells,Manufacturing & Service Operations Management,,published,10.1287/msom.2017.0650,Vahid Sarhangian; Hossein Abouee-Mehrizi; Opher Baron; Oded Berman,"[{""author"": ""Vahid Sarhangian"", ""affiliations"": [""Department of Mechanical and Industrial Engineering, University of Toronto, Toronto, Ontario M5S 3G8, Canada""]}, {""author"": ""Hossein Abouee-Mehrizi"", ""affiliations"": [""Department of Management Sciences, University of Waterloo, Waterloo, Ontario N2L 3G1, Canada""]}, {""author"": ""Opher Baron"", ""affiliations"": [""Joseph L. Rotman School of Management, University of Toronto, Toronto, Ontario M5S 3E6, Canada""]}, {""author"": ""Oded Berman"", ""affiliations"": [""Joseph L. Rotman School of Management, University of Toronto, Toronto, Ontario M5S 3E6, Canada""]}]",,1,,46,OpenAlex,https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.1287%2Fmsom.2017.0650,2026-02-19,,,,source=crossref,Operations Management,OM_OR,0.99,journal=MSOM | auto_broad_msom,"Under current regulations, red blood cell (RBC) units can be transfused to patients up to 42 days after donation. However, recent studies suggest an association between the age of transfused RBCs and adverse clinical outcomes for their recipients. Therefore, there is an interest in inventory management policies that could reduce the age of transfused RBCs without compromising their availability. In this work, we study the performance of a practical family of threshold-based allocation policies, designed to trade off the age of RBC transfusions with their availability at hospitals. To this end, we consider a stylized model of a hospital blood bank that procures its required blood from local d",yes
doi:10.1287/msom.2017.0640,2018,Trade Credit Financing Under Competition and Its Impact on Firm Performance in Supply Chains,Manufacturing & Service Operations Management,,published,10.1287/msom.2017.0640,Hsiao-Hui Lee; Jianer Zhou; Jingqi Wang,"[{""author"": ""Hsiao-Hui Lee"", ""affiliations"": [""Faculty of Business and Economics, University of Hong Kong, Pokfulam, Hong Kong""]}, {""author"": ""Jianer Zhou"", ""affiliations"": [""Accenture, Boston, Massachusetts 02199""]}, {""author"": ""Jingqi Wang"", ""affiliations"": [""Faculty of Business and Economics, University of Hong Kong, Pokfulam, Hong Kong""]}]",,1,,188,OpenAlex,https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.1287%2Fmsom.2017.0640,2026-02-19,,,,source=crossref,Operations Management,OM_OR,0.99,journal=MSOM | auto_broad_msom,"Using a dyadic panel data set that links U.S. suppliers with their major buyers, we study how trade credit responds to various types of competition in supply chains, as well as the impact of trade credit on firm performance. We find that suppliers with smaller market share are associated with more trade credit, confirming that suppliers with weak market power use trade credit as a competitive tool. Next, we find that buyers with larger market share are associated with more trade credit, whereas suppliers selling to a concentrated buyer base are associated with less trade credit; by differentiating competition in buyers’ markets from competition between supply chain partners, we show that the",yes
doi:10.1287/msom.2017.0696,2018,"Trade-in Remanufacturing, Customer Purchasing Behavior, and Government Policy",Manufacturing & Service Operations Management,,published,10.1287/msom.2017.0696,Fuqiang Zhang; Renyu Zhang,"[{""author"": ""Fuqiang Zhang"", ""affiliations"": [""Olin Business School, Washington University in St. Louis, St. Louis, Missouri 63130""]}, {""author"": ""Renyu Zhang"", ""affiliations"": [""New York University Shanghai, Shanghai 200122, China""]}]",,1,,215,OpenAlex,https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.1287%2Fmsom.2017.0696,2026-02-19,,,,source=crossref,Operations Management,OM_OR,0.99,journal=MSOM | auto_broad_msom,"Trade-in remanufacturing is a commonly adopted business practice under which firms collect used products for remanufacturing by allowing repeat customers to trade in used products for upgraded ones at a discount price. This paper studies how customer purchasing behavior and remanufacturing efficiency affect the economic and environmental values of such a business practice. We demonstrate a new benefit of trade-in remanufacturing: it helps exploit the forward-looking behavior of strategic customers, which could be much more significant than the widely recognized revenue-generating and environmental benefits of remanufacturing. High remanufacturing efficiency does not necessarily benefit a fir",yes
doi:10.1287/msom.2017.0646,2018,Unbundling of Ancillary Service: How Does Price Discrimination of Main Service Matter?,Manufacturing & Service Operations Management,,published,10.1287/msom.2017.0646,Yao Cui; Izak Duenyas; Ozge Sahin,"[{""author"": ""Yao Cui"", ""affiliations"": [""Samuel Curtis Johnson Graduate School of Management, Cornell University, Ithaca, New York 14853""]}, {""author"": ""Izak Duenyas"", ""affiliations"": [""Stephen M. Ross School of Business, University of Michigan, Ann Arbor, Michigan 48109""]}, {""author"": ""Ozge Sahin"", ""affiliations"": [""Carey Business School, Johns Hopkins University, Baltimore, Maryland 21202""]}]",,1,,50,OpenAlex,https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.1287%2Fmsom.2017.0646,2026-02-19,,,,source=crossref,Operations Management,OM_OR,0.99,journal=MSOM | auto_broad_msom,"We consider a setting where the firm sells a main service (e.g., air travel) and an ancillary service (e.g., in-flight meal) to two types of consumers: high type (e.g., business travelers) and low type (e.g., leisure travelers). The firm decides whether to unbundle the ancillary service from the main service and charge separate prices for different service components. We study the interaction between the optimal ancillary unbundling strategy and the firm’s use of main service price discrimination by analyzing two types of firms: firms that use uniform pricing of main service and firms that use discriminatory pricing of main service. We find that a uniform-pricing (respectively, discriminator",yes
doi:10.1287/msom.2017.0688,2018,When Prospect Theory Meets Consumer Choice Models: Assortment and Pricing Management with Reference Prices,Manufacturing & Service Operations Management,,published,10.1287/msom.2017.0688,Ruxian Wang,"[{""author"": ""Ruxian Wang"", ""affiliations"": [""Johns Hopkins Carey Business School, Baltimore, Maryland 21202""]}]",,1,,94,OpenAlex,https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.1287%2Fmsom.2017.0688,2026-02-19,,,,source=crossref,Operations Management,OM_OR,0.99,journal=MSOM | auto_broad_msom,"Problem definition: Reference prices arise as price expectations against which consumers evaluate products in their purchase scenarios. We investigate what will happen when prospect theory (e.g., reference prices) meets consumer choice models from the perspectives of both the consumers and the firm. Academic/practical relevance: Consumers see multiple relevant products on a particular purchase occasion and often compare their prices to form the willingness to pay when considering whether to purchase a particular product. Reference prices, which are not included in many choice models, may impact consumer choice behavior, so we incorporate reference prices into consumer choice models and inves",yes
doi:10.1287/msom.2017.0636,2018,When to Deploy Test Auctions in Sourcing,Manufacturing & Service Operations Management,,published,10.1287/msom.2017.0636,Damian R. Beil; Qi (George) Chen; Izak Duenyas; Brendan D. See,"[{""author"": ""Damian R. Beil"", ""affiliations"": [""Stephen M. Ross School of Business, University of Michigan, Ann Arbor, Michigan 48109""]}, {""author"": ""Qi (George) Chen"", ""affiliations"": [""Naveen Jindal School of Management, University of Texas at Dallas, Richardson, Texas 75080""]}, {""author"": ""Izak Duenyas"", ""affiliations"": [""Stephen M. Ross School of Business, University of Michigan, Ann Arbor, Michigan 48109""]}, {""author"": ""Brendan D. See"", ""affiliations"": [""A.T. Kearney, New York, New York 10036""]}]",,1,,10,OpenAlex,https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.1287%2Fmsom.2017.0636,2026-02-19,,,,source=crossref,Operations Management,OM_OR,0.99,journal=MSOM | auto_broad_msom,"We investigate when a buyer seeking to procure multiple units of an input may find it advantageous to run a “test auction” in which she has incumbent suppliers bid on a portion of the desired units. The test auction reveals incumbent supplier cost information that helps the buyer determine how many entrants (if any) to recruit at a cost prior to awarding the remaining units. The optimal number of entrant suppliers to recruit follows a threshold policy that is monotonic in the test auction’s clearing price unless the underlying supplier cost distribution is not regular. When setting her reserve price in the test auction, the buyer uses supplier recruitment as her “outside option”: if the rese",yes
doi:10.1287/msom.2017.0669,2018,Who Should Finance the Supply Chain? Impact of Credit Ratings on Supply Chain Decisions,Manufacturing & Service Operations Management,,published,10.1287/msom.2017.0669,Panos Kouvelis; Wenhui Zhao,"[{""author"": ""Panos Kouvelis"", ""affiliations"": [""Olin Business School, Washington University in St. Louis, St. Louis, Missouri 63130""]}, {""author"": ""Wenhui Zhao"", ""affiliations"": [""Antai College of Economics and Management, Shanghai Jiao Tong University, Shanghai 200030, China""]}]",,1,,299,OpenAlex,https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.1287%2Fmsom.2017.0669,2026-02-19,,,,source=crossref,Operations Management,OM_OR,0.99,journal=MSOM | auto_broad_msom,"Problem description: We study the impact of credit ratings on operational and financial decisions of a supply chain with a supplier and a retailer interacting via an early payment discount contract. The retailer has a single opportunity to order a product from the supplier to satisfy future uncertain demand. Both the retailer and supplier are capital constrained, and the retailer can use both short-term bank loans and trade credits for his financing needs, while the supplier can use short-term bank loans and/or the retailers early payment. We analyze for all relevant operational decisions (wholesale price, trade credit rates, bank loans, and order quantity) for capital-constrained firms. Aca",yes
doi:10.1287/msom.2019.0785,2019,2018 <i>M&amp;SOM</i> Meritorious Service Award,Manufacturing & Service Operations Management,,published,10.1287/msom.2019.0785,,[],,1,,0,OpenAlex,https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.1287%2Fmsom.2019.0785,2026-02-19,,,,source=crossref,Operations Management,OM_OR,0.99,journal=MSOM | auto_broad_msom,"The continued success of Manufacturing &amp; Service Operations Management (M&amp;SOM) depends on the volunteer work of many professionals who take their precious time to provide careful and constructive reviews of the manuscripts submitted to the journal in a timely manner. On behalf of M&amp;SOM, Editor-in-Chief Christopher Tang would like to express his deepest gratitude to all those who served as reviewers for the journal in 2018. Among all reviewers, some individuals have distinguished themselves by reviewing several manuscripts, and with each manuscript by writing a fair, critical, and constructive review in a timely fashion. In recognition of the outstanding service they provided in s",no
doi:10.1287/msom.2018.0732,2019,A Hidden Markov Model to Detect On-Shelf Out-of-Stocks Using Point-of-Sale Data,Manufacturing & Service Operations Management,,published,10.1287/msom.2018.0732,Ricardo Montoya; Carlos Gonzalez,"[{""author"": ""Ricardo Montoya"", ""affiliations"": [""Industrial Engineering Department, University of Chile, 8370456 Santiago de Chile, Chile""]}, {""author"": ""Carlos Gonzalez"", ""affiliations"": [""Industrial Engineering Department, University of Chile, 8370456 Santiago de Chile, Chile""]}]",,1,,25,OpenAlex,https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.1287%2Fmsom.2018.0732,2026-02-19,,,,source=crossref,Operations Management,OM_OR,0.99,journal=MSOM | auto_broad_msom,We propose a hidden Markov model (HMM) approach to identifying on-shelf out-of-stock (OOS) by detecting changes in sales patterns resulting from unobserved states of the shelf. We calibrate our model using point-of-sale (POS) data from a big-box retailer. We validate our approach using visual inspections that monitor the state of the shelf and compare them to the HMM’s predictions. We test the proposed approach on 14 products and 10 stores. We specify our model using a hierarchical Bayes approach and use a Monte Carlo–Markov chain methodology to estimate the model parameters. We identify three latent states in which one of them characterizes an OOS state. The results show that the proposed a,no
doi:10.1287/msom.2019.0786,2019,Acknowledgment to Editors and Reviewers (2018),Manufacturing & Service Operations Management,,published,10.1287/msom.2019.0786,,[],,1,,0,OpenAlex,https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.1287%2Fmsom.2019.0786,2026-02-19,,,,source=crossref,Operations Management,OM_OR,0.99,journal=MSOM | auto_broad_msom,"The continued success of Manufacturing &amp; Service Operations Management (M&amp;SOM) relies on the support of authors and reviewers. On behalf of M&amp;SOM, I would like to express my sincere appreciation to the department editors, guest editors, associate editors, guest associate editors, and reviewers who provided expert counsel and guidance on a voluntary basis. The following list acknowledges those who served from January to December 2018. Through their efforts, the journal was able to provide submitting authors with timely, thoughtful, and constructive reviews. I hereby acknowledge their service for the journal, and gratefully appreciate their contributions for our profession. Christo",no
doi:10.1287/msom.2017.0693,2019,Analysis and Improvement of Blood Collection Operations,Manufacturing & Service Operations Management,,published,10.1287/msom.2017.0693,Turgay Ayer; Can Zhang; Chenxi Zeng; Chelsea C. White; V. Roshan Joseph,"[{""author"": ""Turgay Ayer"", ""affiliations"": [""H. Milton Stewart School of Industrial and Systems Engineering, Georgia Institute of Technology, Atlanta, Georgia 30332""]}, {""author"": ""Can Zhang"", ""affiliations"": [""Fuqua School of Business, Duke University, Durham, North Carolina 27708""]}, {""author"": ""Chenxi Zeng"", ""affiliations"": [""H. Milton Stewart School of Industrial and Systems Engineering, Georgia Institute of Technology, Atlanta, Georgia 30332""]}, {""author"": ""Chelsea C. White"", ""affiliations"": [""H. Milton Stewart School of Industrial and Systems Engineering, Georgia Institute of Technology, Atlanta, Georgia 30332""]}, {""author"": ""V. Roshan Joseph"", ""affiliations"": [""H. Milton Stewart School of Industrial and Systems Engineering, Georgia Institute of Technology, Atlanta, Georgia 30332""]}]",,1,,19,OpenAlex,https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.1287%2Fmsom.2017.0693,2026-02-19,,,,source=crossref,Operations Management,OM_OR,0.99,journal=MSOM | auto_broad_msom,"Because of the importance, limited supply, and perishable nature of blood products, effective management of blood collection is critical for high-quality healthcare delivery. In this paper, working closely with the American Red Cross (ARC), we study a blood collection problem focusing on whole blood that is to be processed into cryoprecipitate (cryo), a critical blood product for controlling massive hemorrhaging. In particular, we aim to determine when and from which mobile collection sites to collect blood for cryo production, such that the weekly collection target is met while the collection costs are minimized. The cryo collection problem imposes a unique challenge: if blood collected is ",yes
doi:10.1287/msom.2018.0710,2019,Are Hazardous Substance Rankings Effective? An Empirical Investigation of Information Dissemination About the Relative Hazards of Chemicals and Emissions Reductions,Manufacturing & Service Operations Management,,published,10.1287/msom.2018.0710,Wayne Fu; Basak Kalkanci; Ravi Subramanian,"[{""author"": ""Wayne Fu"", ""affiliations"": [""College of Business, University of Michigan\u2013Dearborn, Dearborn, Michigan 48126""]}, {""author"": ""Basak Kalkanci"", ""affiliations"": [""Scheller College of Business, Georgia Institute of Technology, Atlanta, Georgia 30308""]}, {""author"": ""Ravi Subramanian"", ""affiliations"": [""Scheller College of Business, Georgia Institute of Technology, Atlanta, Georgia 30308""]}]",,1,,28,OpenAlex,https://api.openalex.org/works/https%3A%2F%2Fdoi.org%2F10.1287%2Fmsom.2018.0710,2026-02-19,,,,source=crossref,Operations Management,OM_OR,0.99,journal=MSOM | auto_broad_msom,"Problem definition: Whether information dissemination about chemical hazards drives managers at facilities to undertake corresponding environmental actions, remains an open question that has not been adequately examined in the literature. Academic/practical relevance: We fill this gap in the literature by empirically investigating reductions in chemical emissions by facilities in relation to changes in the assessed hazard levels of chemicals evidenced in periodically-updated public information. We also examine the moderating effects of operational leanness—an attribute that prior studies have shown to be associated with better environmental performance—in our setting wherein the assessed haz",yes
